Questionnaire,Year Reported to CDP,Account Number,Organization,Country,CDP Region,Parent Section,Section,Question Number,Question Name,Column Number,Column Name,Response Answer,Comments,File Name,Last update,hazard
Cities 2020,2020,31173,Comune di Milano,Italy,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Cyclone (Hurricane / Typhoon),NA,NA,09/07/2020 09:45:36 AM, Cyclone (Hurricane / Typhoon)
Cities 2020,2020,50665,Município de Ovar,Portugal,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Wild fire > Forest fire,NA,NA,09/07/2020 09:45:36 AM, Forest fire
Cities 2020,2020,35884,City of San Diego,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,54348,The Local Government of Quezon City,Philippines,Southeast Asia and Oceania,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,73645,KwaDukuza,South Africa,Africa,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Biological hazards > Vector-borne disease,NA,NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,50361,Ayuntamiento de Hermosillo,Mexico,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Wild fire > Forest fire,NA,NA,09/07/2020 09:45:36 AM, Forest fire
Cities 2020,2020,59669,City of North Vancouver,Canada,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Heavy snow,NA,NA,09/07/2020 09:45:36 AM, Heavy snow
Cities 2020,2020,49345,City of Birmingham,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Chemical change > Atmospheric CO2 concentrations,NA,NA,09/07/2020 09:45:36 AM, Atmospheric CO2 concentrations
Cities 2020,2020,11315,City of Manchester,United Kingdom of Great Britain and Northern Ireland,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,36032,Ville de Dakar,Senegal,Africa,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > Coastal flood,NA,NA,09/07/2020 09:45:36 AM, Coastal flood
Cities 2020,2020,63999,"City of Miami Beach, FL",United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Extra tropical storm,NA,NA,09/07/2020 09:45:36 AM, Extra tropical storm
Cities 2020,2020,36286,Comune di Ferrara,Italy,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Tornado,NA,NA,09/07/2020 09:45:36 AM, Tornado
Cities 2020,2020,36469,Comune dell'Aquila,Italy,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,51079,Guatemala City,Guatemala,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,50203,Gaziantep Metropolitan Municipality,Turkey,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,60236,Municipality of Trelleborg,Sweden,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,60318,Prefeitura de Porto Velho,Brazil,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Biological hazards > Vector-borne disease,"O estudo ""Índice de vulnerabilidade aos desastres naturais (IVDNS) relacionados às secas no contexto da mudança do clima / MMA, Ml, WWF-Brasil. – Brasília, DF, 2017"" destaca para a REGIÃO NORTE em geral que:Algumas áreas cultivadas  podem ser impactadas devido aos elevados índices de Exposição Climática e, consequentemente, de Vulnerabilidade. Impactos esses que podem ser cruciais para a operação de usinas hidrelétricas instaladas (FEARNSIDE, 2012). Como a região é coberta em grande parte por florestas, do ponto de vista socioeconômico, espera-se um menor impacto relacionado às Secas. Porém, como essas áreas são ricas em biodiversidade e recursos naturais,  populações tradicionais dependem do equilíbrio climático atual para sua subsistência, devendo-se assim dar especial atenção ao desmatamento, ao rompimento da resiliência e da capacidade de suporte das populações tradicionais aí residentes. O estudo considera o IVDNS especifico de PORTO VELHO como ""moderado"" a ""moderadamente alto"".",NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,60599,"Town of Bridgewater, NS",Canada,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,58513,City of Medford,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Biological hazards > Vector-borne disease,NA,NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,826212,Junta intermunicipal para la gestión integral de la cuenca del Río Coahuayana (JIRCO),Mexico,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,60599,"Town of Bridgewater, NS",Canada,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,35894,Ville de Montreal,Canada,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Severe wind,City of Montréal has identified 2 hazards that are not listed as an answer.,NA,09/07/2020 09:45:36 AM, Severe wind
Cities 2020,2020,31051,Coventry City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,826238,Alcaldia de Mosquera,Colombia,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Wild fire > Forest fire,NA,NA,09/07/2020 09:45:36 AM, Forest fire
Cities 2020,2020,55799,"Arlington, VA",United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,840926,Prefeitura de Serra Talhada,Brazil,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,50650,City of Gibraltar,Gibraltar,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,60318,Prefeitura de Porto Velho,Brazil,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Biological hazards > Air-borne disease,"O estudo ""Índice de vulnerabilidade aos desastres naturais (IVDNS) relacionados às secas no contexto da mudança do clima / MMA, Ml, WWF-Brasil. – Brasília, DF, 2017"" destaca para a REGIÃO NORTE em geral que:Algumas áreas cultivadas  podem ser impactadas devido aos elevados índices de Exposição Climática e, consequentemente, de Vulnerabilidade. Impactos esses que podem ser cruciais para a operação de usinas hidrelétricas instaladas (FEARNSIDE, 2012). Como a região é coberta em grande parte por florestas, do ponto de vista socioeconômico, espera-se um menor impacto relacionado às Secas. Porém, como essas áreas são ricas em biodiversidade e recursos naturais,  populações tradicionais dependem do equilíbrio climático atual para sua subsistência, devendo-se assim dar especial atenção ao desmatamento, ao rompimento da resiliência e da capacidade de suporte das populações tradicionais aí residentes. O estudo considera o IVDNS especifico de PORTO VELHO como ""moderado"" a ""moderadamente alto"".",NA,09/07/2020 09:45:36 AM, Air-borne disease
Cities 2020,2020,54037,City of Des Moines,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,59165,Gladsaxe Kommune,Denmark,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,36470,Comune della Spezia,Italy,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,54060,City of Greater Sudbury / Grand Sudbury,Canada,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,31173,Comune di Milano,Italy,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Biological hazards > Air-borne disease,NA,NA,09/07/2020 09:45:36 AM, Air-borne disease
Cities 2020,2020,31173,Comune di Milano,Italy,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Extra tropical storm,NA,NA,09/07/2020 09:45:36 AM, Extra tropical storm
Cities 2020,2020,35857,City of Cincinnati,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,74401,"City of Encinitas, CA",United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Wild fire > Land fire,NA,NA,09/07/2020 09:45:36 AM, Land fire
Cities 2020,2020,5871,Essex County Council,United Kingdom of Great Britain and Northern Ireland,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,31170,Metropolitan Municipality of Lima,Peru,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,35880,Municipality of Porto Alegre,Brazil,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,54517,City Örebro,Sweden,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Lightning / thunderstorm,NA,NA,09/07/2020 09:45:36 AM, Lightning / thunderstorm
Cities 2020,2020,54092,City of Ann Arbor,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
Cities 2020,2020,845307,Zarcero,Costa Rica,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,826207,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,50550,City of Buffalo,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,58595,Municipalidad de Belén,Costa Rica,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,31051,Coventry City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,35268,City of Boston,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Chemical change > Salt water intrusion,NA,NA,09/07/2020 09:45:36 AM, Salt water intrusion
Cities 2020,2020,848138,Prefeitura de Conde (Paraíba),Brazil,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,11315,City of Manchester,United Kingdom of Great Britain and Northern Ireland,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme cold temperature > Extreme cold days,NA,NA,09/07/2020 09:45:36 AM, Extreme cold days
Cities 2020,2020,826396,Munícipio de Sintra,Portugal,Europe,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > Coastal flood,NA,NA,09/07/2020 09:45:36 AM, Coastal flood
Cities 2020,2020,59996,Batangas City,Philippines,Southeast Asia and Oceania,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Cyclone (Hurricane / Typhoon),NA,NA,09/07/2020 09:45:36 AM, Cyclone (Hurricane / Typhoon)
Cities 2020,2020,73684,Carlos Tejedor,Argentina,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Flood and sea level rise > Permanent inundation,NA,NA,09/07/2020 09:45:36 AM, Permanent inundation
Cities 2020,2020,60410,Municipalidad de Peñalolén,Chile,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme cold temperature > Cold wave,NA,NA,09/07/2020 09:45:36 AM, Cold wave
Cities 2020,2020,74508,"City of Winona, MN",United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,74531,Santa Fe County,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,31114,City of Sydney,Australia,Southeast Asia and Oceania,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,60318,Prefeitura de Porto Velho,Brazil,Latin America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Extreme hot temperature > Heat wave,"O estudo ""Índice de vulnerabilidade aos desastres naturais (IVDNS) relacionados às secas no contexto da mudança do clima / MMA, Ml, WWF-Brasil. – Brasília, DF, 2017"" destaca para a REGIÃO NORTE em geral que:Algumas áreas cultivadas  podem ser impactadas devido aos elevados índices de Exposição Climática e, consequentemente, de Vulnerabilidade. Impactos esses que podem ser cruciais para a operação de usinas hidrelétricas instaladas (FEARNSIDE, 2012). Como a região é coberta em grande parte por florestas, do ponto de vista socioeconômico, espera-se um menor impacto relacionado às Secas. Porém, como essas áreas são ricas em biodiversidade e recursos naturais,  populações tradicionais dependem do equilíbrio climático atual para sua subsistência, devendo-se assim dar especial atenção ao desmatamento, ao rompimento da resiliência e da capacidade de suporte das populações tradicionais aí residentes. O estudo considera o IVDNS especifico de PORTO VELHO como ""moderado"" a ""moderadamente alto"".",NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,54085,City of Savannah,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Chemical change > Salt water intrusion,NA,NA,09/07/2020 09:45:36 AM, Salt water intrusion
Cities 2020,2020,50568,City of Saskatoon,Canada,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Biological hazards > Insect infestation,NA,NA,09/07/2020 09:45:36 AM, Insect infestation
Cities 2020,2020,54048,City of Knoxville,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Tornado,NA,NA,09/07/2020 09:45:36 AM, Tornado
Cities 2020,2020,58485,Abington Township,United States of America,North America,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Storm and wind > Lightning / thunderstorm,NA,NA,09/07/2020 09:45:36 AM, Lightning / thunderstorm
Cities 2020,2020,43932,Auckland Council,New Zealand,Southeast Asia and Oceania,Climate Hazards and Vulnerability,Climate Hazards,2.1,"Please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. Please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.",1,Climate Hazards,Mass movement > Landslide,NA,NA,09/07/2020 09:45:36 AM, Landslide
