Questionnaire,Year Reported to CDP,Account Number,Organization,Country,CDP Region,Parent Section,Section,Question Number,Question Name,Column Number,Column Name,Response Answer,Comments,File Name,Last update,action
Cities 2020,2020,31090,District of Columbia,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,50558,"City of London, ON",Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,840371,Falkoping Kommun,Sweden,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Severe wind,NA,NA,09/07/2020 09:45:36 AM, Severe wind
Cities 2020,2020,50558,"City of London, ON",Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,49327,City of Providence,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,840269,"Town of Whitby, ON",Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,19233,Município de Torres Vedras,Portugal,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Mass movement > Rock fall,NA,NA,09/07/2020 09:45:36 AM, Rock fall
Cities 2020,2020,43938,"The Executive Council, Govt of Dubai",United Arab Emirates,Middle East,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,49334,"City of Richmond, VA",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,46470,Ayuntamiento de Vitoria-Gasteiz,Spain,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,834406,Municipality of San Pedro Tlaquepaque,Mexico,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,69995,Kemi,Finland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme cold temperature > Extreme winter conditions,NA,NA,09/07/2020 09:45:36 AM, Extreme winter conditions
Cities 2020,2020,74508,"City of Winona, MN",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,826201,Ayuntamiento de Zapopan,Mexico,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Chemical change > Atmospheric CO2 concentrations,NA,NA,09/07/2020 09:45:36 AM, Atmospheric CO2 concentrations
Cities 2020,2020,60433,City of Hvidovre,Denmark,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,834139,Gangdong-gu Municipal Government,Republic of Korea,East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Question not applicable,NA,NA,09/07/2020 09:45:36 AM,Question not applicable
Cities 2020,2020,841964,"City of Hallandale Beach, FL",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,31176,Prefeitura do Rio de Janeiro,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Wild fire > Forest fire,NA,NA,09/07/2020 09:45:36 AM, Forest fire
Cities 2020,2020,35878,City of Sacramento,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Chemical change > Salt water intrusion,NA,NA,09/07/2020 09:45:36 AM, Salt water intrusion
Cities 2020,2020,841964,"City of Hallandale Beach, FL",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Cyclone (Hurricane / Typhoon),NA,NA,09/07/2020 09:45:36 AM, Cyclone (Hurricane / Typhoon)
Cities 2020,2020,54517,City Örebro,Sweden,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,63601,"Township of Maplewood, NJ",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Vector-borne disease,NA,NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,31181,City of Philadelphia,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Storm surge,NA,NA,09/07/2020 09:45:36 AM, Storm surge
Cities 2020,2020,31155,City of Buenos Aires,Argentina,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Vector-borne disease,NA,NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,50384,Prefeitura de Florianópolis,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Coastal flood,NA,NA,09/07/2020 09:45:36 AM, Coastal flood
Cities 2020,2020,826407,Munícipio de Mirandela,Portugal,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,839672,Municipalidad Distrital de La Molina,Peru,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,49333,"City of Louisville, KY",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,43910,City of Columbus,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,10894,City of Los Angeles,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,58310,City of Roanoke,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,44299,Dangjin City,Republic of Korea,East Asia,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,57509,Prefeitura Niterói,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Severe wind,NA,NA,09/07/2020 09:45:36 AM, Severe wind
Cities 2020,2020,57616,"City of Lake Forest, IL",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,31176,Prefeitura do Rio de Janeiro,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Severe wind,NA,NA,09/07/2020 09:45:36 AM, Severe wind
Cities 2020,2020,60273,Prefeitura de Extrema,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,59563,"City of Takoma Park, MD",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme cold temperature > Extreme winter conditions,NA,NA,09/07/2020 09:45:36 AM, Extreme winter conditions
Cities 2020,2020,73684,Carlos Tejedor,Argentina,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,54687,Prefeitura Municipal de São José dos Campos,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,831926,Ramallah,State of Palestine,Middle East,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,60633,La mairie de Bujumbura,Burundi,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,31108,City of Houston,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,73637,Steve Tshwete,South Africa,Africa,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Chemical change > Atmospheric CO2 concentrations,NA,NA,09/07/2020 09:45:36 AM, Atmospheric CO2 concentrations
Cities 2020,2020,60117,Winchester City Council,United Kingdom of Great Britain and Northern Ireland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,60126,Tartu City Council,Estonia,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme Precipitation > Rain storm,NA,NA,09/07/2020 09:45:36 AM, Rain storm
Cities 2020,2020,60268,Prefeitura de Brumadinho,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Vector-borne disease,NA,NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,840924,Prefeitura de Alexânia,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,60271,Prefeitura de Bertioga,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Severe wind,NA,NA,09/07/2020 09:45:36 AM, Severe wind
Cities 2020,2020,58668,"City of New Bedford, MA",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme cold temperature > Extreme winter conditions,NA,NA,09/07/2020 09:45:36 AM, Extreme winter conditions
Cities 2020,2020,35853,City of Baltimore,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,59642,"City of Dublin, CA",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Wild fire > Land fire,NA,NA,09/07/2020 09:45:36 AM, Land fire
Cities 2020,2020,35885,Tel Aviv-Yafo Municipality,Israel,Middle East,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Insect infestation,NA,NA,09/07/2020 09:45:36 AM, Insect infestation
Cities 2020,2020,848474,Richmond Council,United Kingdom of Great Britain and Northern Ireland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,17411,Southend on Sea Borough Council,United Kingdom of Great Britain and Northern Ireland,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,59669,City of North Vancouver,Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,50550,City of Buffalo,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme cold temperature > Extreme winter conditions,NA,NA,09/07/2020 09:45:36 AM, Extreme winter conditions
Cities 2020,2020,35897,Municipality of Campinas,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,55325,Município de Águeda,Portugal,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,58621,Town of Blacksburg,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,52894,City of Winston-Salem,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,826207,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,60399,Municipalidad de Miraflores,Peru,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Coastal flood,NA,NA,09/07/2020 09:45:36 AM, Coastal flood
Cities 2020,2020,60410,Municipalidad de Peñalolén,Chile,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Severe wind,NA,NA,09/07/2020 09:45:36 AM, Severe wind
Cities 2020,2020,834251,Municipality of Coronel Dominguez,Argentina,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Severe wind,NA,NA,09/07/2020 09:45:36 AM, Severe wind
Cities 2020,2020,54488,Trondheim Municipality,Norway,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Storm surge,NA,NA,09/07/2020 09:45:36 AM, Storm surge
Cities 2020,2020,57509,Prefeitura Niterói,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Vector-borne disease,NA,NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,49334,"City of Richmond, VA",United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Water Scarcity > Drought,NA,NA,09/07/2020 09:45:36 AM, Drought
Cities 2020,2020,74414,Boulder County,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Wild fire > Forest fire,NA,NA,09/07/2020 09:45:36 AM, Forest fire
Cities 2020,2020,60318,Prefeitura de Porto Velho,Brazil,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,73667,San Rafael de Heredia,Costa Rica,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Storm and wind > Tropical storm,NA,NA,09/07/2020 09:45:36 AM, Tropical storm
Cities 2020,2020,826201,Ayuntamiento de Zapopan,Mexico,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Biological hazards > Vector-borne disease,NA,NA,09/07/2020 09:45:36 AM, Vector-borne disease
Cities 2020,2020,60394,Gobierno Autónomo Municipal de Tarija,Bolivia (Plurinational State of),Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,NA,NA,NA,09/07/2020 09:45:36 AM,NA
Cities 2020,2020,58483,City of Surrey,Canada,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,35883,City of San José,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,54337,Greater Amman Municipality,Jordan,Middle East,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,35885,Tel Aviv-Yafo Municipality,Israel,Middle East,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Extreme hot days,NA,NA,09/07/2020 09:45:36 AM, Extreme hot days
Cities 2020,2020,54478,Gemeente Nijmegen,Netherlands,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > River flood,NA,NA,09/07/2020 09:45:36 AM, River flood
Cities 2020,2020,35859,City of Cleveland,United States of America,North America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Flood and sea level rise > Flash / surface flood,NA,NA,09/07/2020 09:45:36 AM, Flash / surface flood
Cities 2020,2020,60410,Municipalidad de Peñalolén,Chile,Latin America,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
Cities 2020,2020,1499,Ajuntament de Barcelona,Spain,Europe,Adaptation,Adaptation Actions,3.0,"Please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the Climate Hazards section.",1,Climate hazards,Extreme hot temperature > Heat wave,NA,NA,09/07/2020 09:45:36 AM, Heat wave
